is_treatment,response_att,food_share_15d,age,is_women
0,0,0.3357,62.0,1
1,0,0.6895,23.0,0
1,0,0.0,33.0,0
1,0,0.0,30.0,0
1,0,0.0,31.0,0
0,1,0.6148,38.0,0
1,0,0.9963,54.0,1
1,0,0.0,47.0,1
1,0,0.0412,43.0,1
1,0,0.9881,29.0,1
1,0,0.7189,37.0,1
1,1,0.7654,63.0,1
1,0,0.0,26.0,0
1,0,0.0,79.0,0
1,0,1.0,35.0,0
0,0,0.0,57.0,1
1,0,0.0,59.0,1
1,1,0.0,61.0,1
1,0,0.0,36.0,0
0,0,0.0,60.0,1
0,0,0.0,52.0,1
0,0,0.0,41.0,1
0,0,0.0,52.0,1
1,0,0.0,41.0,1
1,0,0.9525,44.0,0
1,0,0.0,53.0,1
1,0,0.0,47.0,0
1,0,0.6499,60.0,1
0,0,0.0,32.0,0
1,0,0.727,55.0,1
0,1,0.9738,43.0,0
1,0,0.0,28.0,1
0,0,0.6874,59.0,1
1,0,0.8723,43.0,1
0,0,0.0,60.0,1
1,0,0.2843,33.0,1
1,0,0.0,54.0,0
1,0,0.2303,48.0,0
1,1,0.9373,64.0,1
1,0,0.0,82.0,1
1,0,0.0,60.0,1
1,0,0.0,22.0,0
1,0,0.0,35.0,1
1,0,0.0,19.0,1
0,0,0.0,64.0,1
0,0,0.0,51.0,1
1,0,0.0,46.0,1
1,0,0.7527,63.0,0
1,0,0.1624,26.0,1
1,0,0.0,43.0,0
1,0,0.486,44.0,1
0,0,0.0,29.0,1
1,1,0.3436,24.0,0
0,0,1.0,53.0,1
1,0,0.0,31.0,0
1,0,1.0,18.0,0
0,0,0.0,52.0,1
1,0,0.0,64.0,1
1,0,0.5834,46.0,1
1,0,0.0,27.0,1
1,0,0.2939,49.0,1
0,0,0.0,22.0,1
1,0,0.9457,41.0,1
1,0,0.0,75.0,1
1,0,0.8811,59.0,1
1,1,0.0,37.0,1
1,0,0.4228,27.0,1
0,0,0.9697,50.0,0
1,0,0.6718,64.0,1
1,0,0.0,38.0,0
1,0,0.0,21.0,0
0,0,0.0,81.0,1
1,1,0.9981,68.0,1
1,0,0.484,35.0,1
1,0,0.0,33.0,1
1,0,0.9825,32.0,1
1,0,0.9332,40.0,1
1,0,0.0,31.0,1
1,0,0.0,50.0,0
0,0,0.7512,37.0,0
1,0,0.0,59.0,0
0,1,0.8743,37.0,1
1,0,1.0,42.0,1
1,0,0.1464,26.0,1
1,0,0.0,29.0,1
1,0,1.0,71.0,0
0,0,0.0,37.0,1
1,0,0.0,23.0,0
1,0,0.7686,54.0,1
1,0,0.213,64.0,1
0,0,0.0,32.0,0
1,0,0.0,32.0,1
1,0,1.0,36.0,1
1,0,0.659,61.0,0
1,0,0.0,67.0,1
0,0,0.5352,69.0,0
0,0,0.0,56.0,1
1,0,0.0,70.0,0
1,0,0.1887,19.0,1
1,1,0.0,48.0,0
0,0,0.0,29.0,0
1,0,0.9443,44.0,1
1,0,0.8562,48.0,1
1,0,0.0,39.0,1
1,0,0.8743,32.0,0
1,0,0.0,22.0,1
1,0,0.0,60.0,0
1,0,0.9017,59.0,0
1,0,0.0,59.0,0
1,0,0.0665,33.0,1
0,0,0.0,31.0,1
0,0,0.9643,37.0,1
1,0,0.2271,64.0,0
1,0,0.0,44.0,0
0,0,0.0,58.0,0
1,0,0.0702,36.0,1
1,0,0.5939,64.0,0
1,0,1.0,59.0,1
1,0,1.0,62.0,0
1,0,0.0,59.0,1
0,0,0.0,,0
1,0,0.0,51.0,1
1,0,0.6769,44.0,0
1,0,0.738,52.0,1
1,0,0.0,18.0,0
1,0,0.0,61.0,1
1,0,0.0,24.0,1
0,0,0.0,62.0,0
1,0,0.0,29.0,1
0,1,0.4508,33.0,0
1,0,0.0969,27.0,1
1,0,0.8588,57.0,1
0,0,0.5252,29.0,0
1,0,0.0,59.0,1
1,0,0.0,30.0,1
1,0,0.0,42.0,1
1,0,0.9498,30.0,1
0,1,0.9389,32.0,1
1,1,0.0,57.0,1
1,0,0.0,45.0,1
0,0,0.6883,53.0,0
1,0,0.0,20.0,1
1,0,0.0,40.0,0
0,0,0.0,78.0,1
1,0,0.0,65.0,1
1,0,0.6416,35.0,1
1,0,0.9973,66.0,1
1,0,0.0,35.0,1
1,1,0.1646,43.0,1
1,0,0.9958,40.0,1
0,0,1.0,73.0,1
1,0,0.0,42.0,1
0,0,0.0,49.0,1
1,0,0.0,28.0,1
0,0,0.8524,36.0,1
0,0,0.0,46.0,0
1,0,0.3507,31.0,0
1,0,0.0,33.0,0
1,0,0.7608,31.0,0
1,0,0.0,62.0,1
1,0,0.0,44.0,1
1,0,0.0,25.0,0
0,0,1.0,58.0,1
1,0,0.0,47.0,0
0,0,0.0,22.0,0
0,0,0.542,20.0,1
1,0,0.5647,56.0,0
1,0,0.523,22.0,1
1,0,0.0,36.0,1
1,0,0.8012,38.0,1
1,0,0.0,38.0,0
1,0,0.0,73.0,0
0,0,0.0,65.0,1
1,0,0.0,60.0,1
1,0,0.8765,63.0,1
1,0,0.7946,58.0,0
1,0,0.9264,40.0,0
1,0,0.0,33.0,1
1,0,0.0,18.0,1
1,0,0.2981,34.0,1
1,1,0.5857,35.0,0
1,1,0.795,21.0,1
1,0,0.1229,47.0,0
0,0,0.0,42.0,1
0,0,0.0,50.0,1
0,1,0.0,58.0,0
1,0,0.0,49.0,0
0,0,0.4511,33.0,1
0,0,0.8305,44.0,1
1,0,0.9729,48.0,0
1,1,0.6489,42.0,0
0,0,0.9722,61.0,0
1,0,0.2098,25.0,0
1,0,0.0,32.0,0
1,0,0.6373,67.0,1
1,1,0.9252,72.0,1
1,0,0.9918,34.0,0
1,0,0.5904,45.0,0
1,0,0.6637,21.0,1
0,0,0.0,47.0,0
1,0,1.0,60.0,1
1,0,0.0,43.0,0
1,0,0.0,50.0,1
0,0,0.0,54.0,1
0,0,0.8329,42.0,1
0,0,0.0,44.0,0
1,0,0.0,38.0,1
1,0,0.0,31.0,0
1,0,0.0,36.0,0
1,0,0.4062,41.0,1
0,0,0.0,46.0,0
1,0,0.0,57.0,1
0,0,0.0,33.0,0
1,0,0.0,62.0,1
0,1,0.9356,36.0,1
1,0,0.0,37.0,1
0,0,0.9862,40.0,0
1,0,0.0,72.0,1
1,0,0.0,27.0,0
1,0,0.9946,33.0,1
1,0,0.841,36.0,0
0,0,0.9643,35.0,0
1,0,0.0,25.0,0
1,0,0.0,36.0,0
1,0,0.0,62.0,1
1,0,0.0,34.0,0
1,0,0.0,36.0,0
1,0,0.0,35.0,0
1,0,0.5458,41.0,0
1,0,0.0,53.0,1
1,0,0.6489,30.0,0
1,0,0.8059,38.0,1
1,0,0.5637,46.0,1
1,0,0.0,53.0,1
1,0,0.0,57.0,1
0,0,0.9964,36.0,0
1,0,0.0,61.0,0
1,0,1.0,40.0,1
1,0,0.2407,41.0,0
0,0,0.0,20.0,1
1,0,0.0,55.0,0
1,0,0.7757,25.0,0
1,0,0.0,31.0,1
1,0,0.0,20.0,1
1,0,0.0,65.0,0
1,0,0.9041,26.0,1
1,1,0.9207,48.0,0
1,0,0.0,36.0,1
0,0,0.0,50.0,1
1,0,0.1397,42.0,1
1,0,0.0,42.0,0
1,0,0.5625,23.0,0
0,0,0.5909,28.0,0
0,1,0.3546,50.0,1
0,0,0.0,31.0,1
1,0,0.8509,19.0,1
1,0,1.0,50.0,1
0,0,0.0,48.0,0
0,0,0.7117,41.0,1
1,0,0.9973,,0
1,1,0.8226,58.0,1
1,0,0.9143,58.0,1
1,0,0.0,56.0,0
0,0,0.4971,52.0,1
1,0,0.0,26.0,1
1,0,0.0,59.0,0
1,0,0.0,27.0,0
1,0,0.6496,45.0,1
1,1,0.9635,50.0,0
1,0,0.0,32.0,0
0,0,0.8267,56.0,1
1,0,0.0,53.0,1
1,0,0.0,54.0,0
1,0,0.9521,45.0,1
0,0,0.0,66.0,1
1,0,0.0,70.0,1
1,0,1.0,56.0,0
1,0,0.3244,53.0,1
1,0,0.0,58.0,1
0,0,0.5720000000000001,40.0,1
0,0,0.6746,27.0,1
0,0,0.0,68.0,1
0,1,0.8817,25.0,0
1,0,0.7224,27.0,1
1,0,0.0,31.0,0
1,0,0.0,28.0,0
1,1,0.7015,23.0,0
0,0,0.0,67.0,1
0,0,1.0,84.0,1
1,0,0.7170000000000001,55.0,1
1,1,0.0,47.0,0
1,0,0.9912,59.0,1
1,0,0.0,44.0,0
1,1,0.6107,58.0,1
1,0,0.9417,51.0,1
1,1,0.3907,35.0,1
0,0,0.0,53.0,0
1,0,0.0,22.0,1
1,0,0.0,14.0,1
1,0,0.6833,32.0,1
1,0,0.0,40.0,0
1,0,0.0,61.0,1
0,0,0.0,46.0,0
1,0,0.9314,26.0,0
1,0,0.8508,66.0,1
0,0,0.0,60.0,1
1,0,0.8876,24.0,1
1,0,0.0,44.0,1
1,0,0.0,64.0,0
1,0,0.6968,32.0,1
1,0,0.0,43.0,0
0,0,0.0,59.0,1
1,0,0.0,39.0,0
0,0,0.0,33.0,0
1,0,0.0,65.0,1
1,0,0.0,50.0,0
1,0,0.0,40.0,1
1,0,0.0,57.0,0
1,0,0.0,48.0,1
1,0,0.938,61.0,1
1,0,0.9982,43.0,1
1,0,0.0,43.0,1
1,1,0.9873,19.0,1
1,1,0.8233,20.0,0
1,1,0.5563,66.0,1
1,0,1.0,32.0,1
1,0,0.0,50.0,1
1,0,0.0,35.0,1
1,0,0.0,39.0,0
1,0,1.0,30.0,1
1,0,0.0,61.0,1
1,0,0.0,33.0,1
1,0,0.96,72.0,1
1,0,0.0,41.0,1
1,0,0.0,35.0,0
0,1,0.0,27.0,1
1,0,0.0,57.0,1
0,0,0.0,32.0,0
1,0,0.1234,23.0,1
1,0,0.0,23.0,1
1,0,0.9446,29.0,1
1,0,0.0,43.0,0
0,1,0.0,59.0,1
1,0,0.8302,52.0,0
1,0,0.0,29.0,1
0,0,0.0,25.0,0
1,0,0.0,48.0,1
0,0,0.0,31.0,1
1,1,0.968,36.0,1
1,0,0.0,36.0,0
1,0,0.6511,54.0,0
1,0,0.7089,27.0,0
1,0,0.0,60.0,1
1,0,0.7683,18.0,1
1,0,0.9947,66.0,0
0,0,0.0,28.0,0
1,0,0.0,30.0,0
1,0,0.9404,31.0,0
1,0,0.0,57.0,1
1,0,0.0,31.0,0
1,0,0.0,51.0,1
1,0,0.0,34.0,1
1,0,0.0,22.0,1
1,0,0.0,32.0,0
1,0,0.0,28.0,1
1,0,0.0,30.0,0
1,0,0.8824,59.0,1
1,0,0.736,67.0,1
0,0,0.0,35.0,1
1,0,0.0,64.0,1
1,0,0.0,71.0,1
1,0,0.0,65.0,0
1,0,0.0,64.0,1
1,0,0.0,74.0,0
0,0,0.0,78.0,0
1,0,0.0,47.0,1
1,0,1.0,64.0,1
1,0,0.0,60.0,1
1,1,0.0,62.0,1
1,1,0.8872,24.0,1
1,0,0.0,65.0,1
1,0,0.0,51.0,0
1,0,0.0,50.0,0
1,0,0.0,22.0,1
0,1,0.64,28.0,0
1,0,0.9529,29.0,1
1,0,0.7249,37.0,1
1,1,0.0,61.0,0
0,0,0.0,44.0,0
1,1,0.6409,36.0,1
1,0,0.0,46.0,0
1,0,0.0,49.0,1
1,0,0.0,53.0,0
0,0,0.366,42.0,1
0,0,0.0,56.0,1
1,0,0.6468,34.0,1
1,0,0.0,54.0,1
1,0,0.7026,71.0,0
1,1,0.0,33.0,1
0,0,0.0,21.0,1
1,0,0.9947,46.0,1
1,0,0.0,64.0,0
0,0,0.0,31.0,1
1,0,0.8943,57.0,1
1,0,0.0,30.0,1
1,0,0.0,33.0,1
0,0,0.0,23.0,1
0,0,0.0,45.0,1
1,0,0.2886,18.0,1
1,1,0.6845,61.0,0
0,0,0.0,68.0,0
0,0,0.0,43.0,1
0,0,0.0,26.0,0
1,0,0.6141,28.0,0
0,0,0.4937,52.0,1
1,0,0.0,25.0,1
0,0,0.3678,45.0,1
0,0,0.9455,30.0,0
0,0,0.2422,35.0,1
1,0,0.3216,45.0,1
1,0,0.8391,66.0,1
1,0,0.0,22.0,1
0,0,0.0,35.0,1
1,0,0.0,51.0,1
1,0,0.0,73.0,1
1,0,0.0,28.0,0
1,0,1.0,39.0,1
1,0,0.8420000000000001,44.0,1
1,0,0.0,33.0,1
1,0,0.0,54.0,1
1,0,0.9012,80.0,1
1,0,0.0,80.0,1
1,0,0.8088,69.0,1
1,1,0.9899,31.0,1
1,0,0.0,51.0,1
1,0,0.6373,48.0,0
1,0,0.0,37.0,1
1,0,0.0,,0
1,0,0.0,60.0,1
1,0,0.0,44.0,1
1,0,0.0,53.0,1
1,0,0.0,39.0,0
1,0,0.0,38.0,0
1,0,0.8162,59.0,1
1,0,0.9423,68.0,0
0,0,0.0,48.0,0
1,1,0.9757,74.0,1
1,0,0.0,44.0,1
1,0,0.0,25.0,1
1,0,0.0,38.0,1
1,0,0.0,30.0,0
1,0,0.7473,41.0,1
1,0,0.0,45.0,1
1,0,0.0,34.0,0
1,0,0.9976,35.0,1
1,0,0.7718,24.0,0
1,0,0.0,52.0,1
1,0,0.5379999999999999,60.0,1
0,0,0.5522,60.0,0
1,0,0.0,71.0,1
1,0,0.0,22.0,1
1,0,0.9498,29.0,1
1,0,0.5366,33.0,1
0,0,0.0,31.0,0
1,0,0.0,28.0,1
0,0,0.0,30.0,0
1,0,0.7702,33.0,0
1,0,0.3967,40.0,1
1,0,0.0,32.0,1
1,0,0.0385,58.0,1
1,0,0.0,55.0,1
0,0,0.4104,36.0,1
1,0,0.0,74.0,1
0,0,0.0,59.0,1
1,0,0.0,42.0,0
1,0,0.5206,37.0,1
1,1,0.7922,38.0,0
1,0,0.0,29.0,1
0,0,0.9795,61.0,0
0,0,0.8294,21.0,1
0,0,0.0,27.0,1
1,0,0.0,61.0,1
0,0,0.8403,58.0,0
1,0,0.8527,49.0,0
1,0,0.0,33.0,1
1,0,0.0,69.0,0
1,0,1.0,54.0,0
1,0,0.0,21.0,0
1,0,0.0,58.0,1
0,0,0.0,82.0,0
1,0,0.0,53.0,0
1,0,0.0,77.0,0
1,1,0.8853,49.0,1
0,0,0.6398,64.0,1
1,0,0.0,42.0,1
0,1,1.0,54.0,0
1,0,0.4312,47.0,1
1,0,0.2042,63.0,1
1,0,0.2669,38.0,1
0,0,0.7325,57.0,1
0,0,0.9436,53.0,0
0,0,0.0223,31.0,1
0,0,0.9476,21.0,1
1,0,0.2926,30.0,1
1,0,0.0,46.0,0
1,0,0.0,47.0,1
0,0,0.0,50.0,0
1,0,0.0,55.0,1
1,0,0.8701,31.0,0
1,0,0.0,56.0,1
1,0,1.0,64.0,1
1,0,0.8537,62.0,0
1,0,0.5045,63.0,1
1,1,0.9103,46.0,1
1,0,0.5677,31.0,0
0,0,0.7776,35.0,1
1,0,0.0,59.0,1
1,0,0.9241,45.0,0
0,1,0.9858,59.0,0
1,0,0.6913,42.0,0
0,0,0.2204,27.0,1
1,0,0.0,47.0,1
1,0,0.9987,50.0,0
1,0,0.9241,47.0,1
0,1,0.0,72.0,1
0,0,0.0,28.0,0
1,0,0.0,50.0,1
1,1,0.5237,45.0,1
1,0,0.8942,25.0,1
1,1,1.0,61.0,1
1,0,0.0,21.0,1
0,0,0.6035,36.0,1
1,0,0.9977,35.0,0
1,0,0.0,60.0,1
0,0,0.7176,69.0,0
1,0,0.5646,47.0,1
0,0,0.0,55.0,0
1,0,0.0602,42.0,1
1,0,0.0,39.0,1
0,0,0.7346,25.0,1
1,0,0.0,35.0,1
1,1,0.0,32.0,1
0,0,0.8178,28.0,0
1,0,0.0,22.0,1
0,1,0.9953,57.0,0
1,0,0.0,46.0,0
1,0,0.8391,35.0,1
1,0,0.0,40.0,1
1,0,0.2266,41.0,0
1,0,0.0,35.0,1
1,0,0.0,66.0,1
0,0,0.3535,36.0,1
1,1,1.0,71.0,0
1,0,0.0,33.0,1
1,0,0.6615,48.0,1
1,0,0.0,27.0,0
1,0,0.0,43.0,0
0,0,0.4588,47.0,0
1,0,1.0,46.0,0
1,0,0.0204,33.0,0
0,0,0.0,45.0,1
1,0,0.0,58.0,0
0,1,0.6909,19.0,0
1,0,0.4058,31.0,0
1,0,0.8811,24.0,1
0,0,0.8575,31.0,1
0,0,0.0,25.0,1
1,0,0.0,20.0,0
0,0,0.0,47.0,1
1,0,0.0,62.0,0
1,0,0.0,38.0,0
1,0,0.7699,39.0,1
1,0,0.0,59.0,0
1,0,0.0,65.0,1
1,0,0.0,65.0,1
1,0,0.9241,59.0,1
1,1,0.7622,47.0,1
1,0,0.9234,61.0,0
1,1,0.7306,35.0,0
0,0,0.9064,53.0,1
1,1,1.0,28.0,0
0,0,0.0,52.0,1
1,0,0.0,51.0,1
1,0,0.0,30.0,1
1,0,0.0,19.0,1
0,0,0.9987,65.0,1
0,0,0.0,34.0,0
0,0,0.7547,63.0,0
0,0,0.0,61.0,1
1,0,0.1517,68.0,0
1,0,0.9587,62.0,0
1,0,0.0,70.0,1
0,0,0.7836,29.0,1
1,0,0.8287,44.0,0
1,0,0.6595,36.0,1
1,0,0.9958,27.0,0
1,0,0.9837,23.0,0
1,0,0.0,64.0,1
1,0,0.0,34.0,0
0,1,0.7762,70.0,1
1,0,0.0,33.0,1
1,0,0.0,54.0,0
1,0,0.0,40.0,0
1,0,0.0,64.0,0
1,0,0.8118,23.0,1
1,0,0.8436,25.0,1
1,0,0.0,72.0,1
1,1,0.9993,54.0,1
1,0,0.3026,27.0,1
0,0,0.0,58.0,1
1,0,0.0,59.0,1
1,0,0.0,57.0,1
1,0,0.4559,38.0,1
0,0,0.4763,56.0,1
0,1,0.9328,58.0,0
1,0,0.1064,39.0,1
0,0,0.0,31.0,0
1,0,0.0,69.0,1
1,0,0.7271,56.0,0
1,0,0.0,58.0,1
0,0,0.1753,40.0,0
0,0,0.0,60.0,0
1,0,0.0,62.0,1
0,0,0.0,33.0,0
0,0,0.0,59.0,1
0,0,0.4883,39.0,1
1,0,0.7906,58.0,0
1,0,0.9795,19.0,0
1,0,0.9927,41.0,1
1,0,0.0,17.0,0
1,0,0.9673,50.0,0
1,1,0.5465,51.0,1
1,0,0.7696,36.0,0
1,0,0.0,54.0,1
1,0,0.9015,57.0,1
1,0,0.0,19.0,1
1,0,0.0,40.0,1
1,0,1.0,69.0,1
0,0,0.0138,21.0,1
0,0,0.9044,56.0,1
1,1,0.5063,47.0,0
1,0,0.0,31.0,1
1,0,0.0,49.0,0
1,0,0.7836,63.0,1
0,0,0.8566,38.0,1
1,0,0.0,57.0,1
1,0,0.9914,33.0,0
1,0,0.0,54.0,0
1,0,0.5475,35.0,1
1,0,0.7435,34.0,0
0,1,0.0,16.0,1
0,0,0.0,22.0,1
1,0,0.2082,36.0,1
1,0,0.0,71.0,0
0,1,0.9159,64.0,1
1,0,0.0,31.0,1
1,0,0.0,57.0,1
1,0,0.0,46.0,1
1,0,0.0,46.0,1
1,0,0.0,42.0,1
1,0,0.0,60.0,1
1,0,0.0,46.0,1
1,0,0.6528,40.0,1
1,0,0.0,66.0,1
0,0,0.8959,56.0,0
1,0,0.7645,62.0,1
1,0,0.0,65.0,1
0,1,0.578,22.0,0
1,0,0.789,62.0,1
1,0,0.0,41.0,1
1,0,0.8974,,0
1,0,0.7854,34.0,0
1,0,0.9916,31.0,1
1,0,0.0,66.0,1
1,0,0.0,20.0,1
1,0,0.0,45.0,1
1,0,1.0,66.0,1
1,0,0.0,34.0,1
1,0,0.5782,31.0,0
1,0,0.0,49.0,1
1,0,0.0,67.0,1
1,0,0.0,27.0,1
1,0,0.0,43.0,1
0,0,0.0,45.0,0
1,0,0.0,41.0,1
1,0,0.1744,49.0,0
0,0,0.0,,0
0,0,0.0,56.0,1
0,1,0.0,,0
1,0,0.0,63.0,1
1,0,0.7574,80.0,0
1,0,0.0,56.0,0
1,0,0.9992,61.0,0
1,0,0.0,37.0,0
1,0,0.0,61.0,1
1,0,0.0,39.0,0
0,0,0.9804,61.0,0
1,0,0.0,49.0,1
1,1,0.0,31.0,0
1,0,0.0,41.0,0
0,0,0.4114,45.0,1
1,0,0.0,30.0,0
1,1,0.4312,47.0,1
1,0,0.9943,58.0,0
1,0,0.0,26.0,1
0,0,0.0,71.0,1
1,0,0.0,52.0,1
1,0,0.9973,41.0,0
1,0,1.0,45.0,0
1,0,0.8214,47.0,1
1,0,0.0,32.0,0
0,0,1.0,78.0,1
0,0,0.8172,48.0,0
0,0,0.0,47.0,1
0,0,0.9427,58.0,0
1,0,0.6103,39.0,1
0,0,0.0,24.0,0
0,0,0.0,42.0,0
1,0,0.0,26.0,0
1,0,0.0,22.0,0
1,0,0.0,38.0,1
1,0,0.9438,45.0,1
1,0,0.0,69.0,0
0,0,0.0,47.0,1
1,0,0.9326,24.0,0
1,0,0.0,50.0,1
1,0,0.7293,30.0,1
0,0,0.4175,24.0,1
1,0,0.0,25.0,1
1,0,0.8441,32.0,1
1,0,0.0,53.0,1
1,0,0.0,47.0,1
1,1,1.0,62.0,1
0,0,0.0,49.0,0
0,0,0.7439,57.0,1
1,0,0.0,44.0,0
0,0,0.9677,73.0,1
0,0,0.9976,51.0,0
0,0,0.0,,1
0,0,0.9948,31.0,0
0,0,0.0,57.0,1
1,0,0.7346,74.0,1
1,0,0.0,48.0,0
0,0,1.0,66.0,1
0,0,0.0,68.0,1
1,0,0.9921,36.0,0
1,0,0.6052,32.0,1
1,0,0.0,33.0,1
1,0,0.8253,37.0,1
1,0,0.9723,21.0,0
1,0,0.0,15.0,1
0,0,0.0,23.0,0
0,0,0.0,54.0,1
1,0,0.0,35.0,0
0,0,0.9968,61.0,0
